Date		Price	Open	High	Low	Vol.	Change%
4-Jan-16	201.02	200.49	201.03	198.59	222.35M	-1.40%
5-Jan-16	201.36	201.4	201.9	200.05	110.85M	0.17%
6-Jan-16	198.82	198.34	200.06	197.6	152.11M	-1.26%
7-Jan-16	194.05	195.33	197.44	193.59	213.44M	-2.40%
8-Jan-16	191.92	195.19	195.85	191.58	209.82M	-1.10%
11-Jan-16	192.11	193.01	193.41	189.82	187.94M	0.10%
12-Jan-16	193.66	193.82	194.55	191.14	172.33M	0.81%
13-Jan-16	188.83	194.45	194.86	188.38	221.17M	-2.49%
14-Jan-16	191.93	189.55	193.26	187.66	240.80M	1.64%
15-Jan-16	187.81	186.77	188.76	185.52	324.85M	-2.15%
19-Jan-16	188.06	189.96	190.11	186.2	195.24M	0.13%
20-Jan-16	185.65	185.03	187.5	181.02	286.55M	-1.28%
21-Jan-16	186.69	186.21	188.87	184.64	195.77M	0.56%
22-Jan-16	190.52	189.78	190.76	188.88	168.32M	2.05%
25-Jan-16	187.64	189.92	190.15	187.41	130.37M	-1.51%
26-Jan-16	190.2	188.42	190.53	188.02	141.04M	1.36%
27-Jan-16	188.13	189.58	191.56	187.06	185.68M	-1.09%
28-Jan-16	189.11	189.96	190.2	187.16	143.80M	0.52%
29-Jan-16	193.72	190.02	193.88	189.88	210.53M	2.44%
1-Feb-16	193.65	192.53	194.58	191.84	136.06M	-0.04%
2-Feb-16	190.16	191.96	191.97	189.54	182.56M	-1.80%
3-Feb-16	191.3	191.41	191.78	187.1	205.05M	0.60%
4-Feb-16	191.6	190.71	192.75	189.96	139.53M	0.16%
5-Feb-16	187.95	190.99	191.67	187.2	180.79M	-1.91%
8-Feb-16	185.42	185.77	186.12	182.8	191.53M	-1.35%
9-Feb-16	185.43	183.36	186.94	183.2	184.51M	0.01%
10-Feb-16	185.27	186.41	188.34	185.12	148.21M	-0.09%
11-Feb-16	182.86	182.34	184.1	181.09	219.06M	-1.30%
12-Feb-16	186.63	184.96	186.65	183.96	127.63M	2.06%
16-Feb-16	189.78	188.77	189.81	187.63	120.25M	1.69%
17-Feb-16	192.88	191.16	193.32	191.01	136.01M	1.63%
18-Feb-16	192.09	193.2	193.27	191.72	102.34M	-0.41%
19-Feb-16	192	191.17	192.18	190.45	114.79M	-0.05%
22-Feb-16	194.78	193.87	194.95	193.79	103.64M	1.45%
23-Feb-16	192.32	194	194.32	192.18	111.46M	-1.26%
24-Feb-16	193.2	190.63	193.53	189.32	150.81M	0.46%
25-Feb-16	195.54	193.73	195.55	192.83	110.73M	1.21%
26-Feb-16	195.09	196.57	196.68	194.9	129.83M	-0.23%
29-Feb-16	193.56	195.11	196.23	193.33	125.92M	-0.78%
1-Mar-16	198.11	195.01	198.21	194.45	141.80M	2.35%
2-Mar-16	199	197.74	199.06	197.25	102.41M	0.45%
3-Mar-16	199.78	198.79	199.79	198.11	95.17M	0.39%
4-Mar-16	200.43	200.01	201.35	199.03	129.29M	0.33%
7-Mar-16	200.59	199.34	201.07	199.25	100.22M	0.08%
8-Mar-16	198.4	199.32	199.92	198.21	123.97M	-1.09%
9-Mar-16	199.38	199.36	199.79	198.43	94.80M	0.49%
10-Mar-16	199.54	199.96	201.07	197.38	156.84M	0.08%
11-Mar-16	202.76	201.26	202.81	199.52	137.96M	1.61%
14-Mar-16	202.5	202.16	203.04	201.77	73.61M	-0.13%
15-Mar-16	202.17	201.36	202.53	201.05	93.17M	-0.16%
16-Mar-16	203.34	201.6	203.82	201.55	129.30M	0.58%
17-Mar-16	204.63	203.24	205.23	202.77	134.28M	0.63%
18-Mar-16	204.38	204.17	204.78	203.8	138.37M	-0.12%
21-Mar-16	204.67	204.07	204.94	203.8	72.93M	0.14%
22-Mar-16	204.56	203.76	205.23	203.57	97.47M	-0.05%
23-Mar-16	203.21	204.11	204.33	203.01	81.05M	-0.66%
24-Mar-16	203.12	202	203.16	201.74	84.36M	-0.04%
28-Mar-16	203.24	203.61	203.86	202.71	62.41M	0.06%
29-Mar-16	205.12	202.76	205.25	202.4	92.92M	0.93%
30-Mar-16	206.02	206.3	206.87	205.59	86.37M	0.44%
31-Mar-16	205.52	205.91	206.41	205.33	94.58M	-0.24%
1-Apr-16	206.92	204.35	207.14	203.98	114.42M	0.68%
4-Apr-16	206.25	206.83	207.07	205.89	63.50M	-0.32%
5-Apr-16	204.19	204.67	206.26	203.89	99.66M	-1.00%
6-Apr-16	206.42	204.29	206.49	203.98	91.84M	1.09%
7-Apr-16	203.95	205.14	205.56	203.09	113.86M	-1.20%
8-Apr-16	204.5	205.34	205.85	203.87	95.04M	0.27%
11-Apr-16	204.02	205.25	206.07	203.91	83.76M	-0.23%
12-Apr-16	205.92	204.22	206.25	203.7	115.35M	0.93%
13-Apr-16	208	207	208.1	206.84	96.34M	1.01%
14-Apr-16	208.01	208.07	208.6	207.6	65.21M	0.00%
15-Apr-16	207.78	208.01	208.17	207.4	75.76M	-0.11%
18-Apr-16	209.24	207.14	209.28	207	82.53M	0.70%
19-Apr-16	209.9	209.74	210.2	208.94	88.32M	0.32%
20-Apr-16	210.1	209.95	210.92	209.39	81.10M	0.10%
21-Apr-16	208.97	210.12	210.25	208.65	85.70M	-0.54%
22-Apr-16	208.97	208.55	209.29	207.91	99.25M	0.00%
25-Apr-16	208.61	208.26	208.66	207.54	66.17M	-0.17%
26-Apr-16	208.92	209.04	209.52	208.36	75.86M	0.15%
27-Apr-16	209.35	208.47	209.81	208.05	77.33M	0.21%
28-Apr-16	207.45	208.46	209.76	206.96	97.22M	-0.91%
29-Apr-16	206.33	206.72	207.13	205.03	142.42M	-0.54%
2-May-16	207.97	206.92	208.18	206.41	62.19M	0.79%
3-May-16	206.16	206.52	206.8	205.28	106.42M	-0.87%
4-May-16	205.01	204.99	205.85	204.42	92.24M	-0.56%
5-May-16	204.97	205.56	205.98	204.47	67.62M	-0.02%
6-May-16	205.72	204.06	205.77	203.88	89.32M	0.37%
9-May-16	205.89	205.57	206.4	205.36	74.37M	0.08%
10-May-16	208.45	206.72	208.5	206.64	77.47M	1.24%
11-May-16	206.5	207.91	208.54	206.5	81.73M	-0.94%
12-May-16	206.56	207.29	207.49	205.37	89.59M	0.03%
13-May-16	204.76	206.21	206.86	204.38	96.47M	-0.87%
16-May-16	206.78	204.96	207.34	204.89	77.49M	0.99%
17-May-16	204.85	206.46	206.8	204.23	114.92M	-0.93%
18-May-16	204.91	204.44	206.3	203.63	123.49M	0.03%
19-May-16	204.2	204.06	204.54	202.78	115.43M	-0.35%
20-May-16	205.49	204.92	206.1	204.86	104.99M	0.63%
23-May-16	205.21	205.51	205.84	204.99	58.68M	-0.14%
24-May-16	207.87	206.17	208.24	206.14	93.54M	1.30%
25-May-16	209.28	208.67	209.77	207.87	79.22M	0.68%
26-May-16	209.34	209.44	209.71	208.97	55.28M	0.03%
27-May-16	210.24	209.53	210.25	209.47	64.21M	0.43%
31-May-16	209.84	210.56	210.69	209.18	109.88M	-0.19%
1-Jun-16	210.27	209.12	210.48	208.89	69.94M	0.20%
2-Jun-16	210.91	209.8	210.93	209.24	63.04M	0.30%
3-Jun-16	210.28	210.25	210.69	208.86	101.76M	-0.30%
6-Jun-16	211.35	210.7	211.77	210.51	64.89M	0.51%
7-Jun-16	211.68	211.53	212.34	211.5	60.97M	0.16%
8-Jun-16	212.37	211.84	212.52	211.69	66.17M	0.33%
9-Jun-16	212.08	211.51	212.22	211.19	73.79M	-0.14%
10-Jun-16	210.07	210.46	210.86	209.43	113.83M	-0.95%
13-Jun-16	208.45	209.36	210.37	208.35	117.75M	-0.77%
14-Jun-16	208.04	208	208.74	206.92	125.06M	-0.20%
15-Jun-16	207.75	208.54	209.36	207.53	109.12M	-0.14%
